from_activity,to_activity,rl_count,random_count,rl_pct,random_pct,preference_ratio,log2_ratio,avg_reward_rl,in_real_log,transition_type
enter date draft decisionenvironmental permit,phase draft decision sent,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,set decision phase: draft decision permitted sent,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,grounds for refusal,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,create draft environtmental permit,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,send procedure confirmation,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,set decision phase decision permitting decided,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,article 34  WABO applies,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,OLO messaging active,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,start decisionphase draft decision - permitting decided,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,enter date draft decisionenvironmental permit,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
enter date draft decisionenvironmental permit,procedure change,0,1,0.0,0.8,27.667,4.79,0.0,True,learned_prefer
treat subcases content,creating decision procedure term extension,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,creating decision suspension art. 33 WABO,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,create decision procedure term extension,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,applicant is stakeholder,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,generating decision environmental permit,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,no permit needed or only notification needed,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,grounds for refusal,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,article 34  WABO applies,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,read publication date field,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,read field phased application,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,enter senddate procedure confirmation,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,enter senddate draft decision,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,enter senddate updated plan,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,phase decision taken,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,enter senddate acknowledgement,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,registration date publication,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,phase concept decision ready,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,create publication document,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,WAW permit aspect,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,updated plan received,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,continuation term to decision,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,completed subcases content,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,create decision no permit required,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,terminate on request,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,send decision suspension,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,treat subcases completeness,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,send information request,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,suspension ground applicable,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,phase further information requested,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
treat subcases content,subcases completeness completed,0,1,0.0,0.5,27.133,4.762,0.0,True,learned_prefer
subcases completeness completed,resume completeness subcases,1,2,25.0,1.0,25.933,4.697,-0.074,True,learned_prefer
inform BAG administrator,terminate on request,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
inform BAG administrator,create procedure confirmation,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
inform BAG administrator,treat subcases content,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
inform BAG administrator,entering senddate draft decision environmental permit,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
inform BAG administrator,request complete,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
inform BAG administrator,date draft decision for inspection,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
inform BAG administrator,create publication document,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
inform BAG administrator,forward to the competent authority,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
inform BAG administrator,OLO messaging active,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
phase updated plan received,generating decision environmental permit,9,1,100.0,2.6,25.667,4.682,-0.139,True,learned_prefer
inform BAG administrator,register date environmental permit decision,0,1,0.0,0.9,25.667,4.682,0.0,True,learned_prefer
completed subcases content,received OLO documents,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,enter senddate draft decision,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,register deadline,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,start WABOprocedure,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,generate draft decision environmental permit,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,creating cover letter decision,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,enter date decision procedure term extension,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,enter date advice on treatment of environmental permit,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,enter date decision suspension,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,ask stakeholders views,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,procedure change,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,enter senddate procedure confirmation,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,enter senddate procedure term extension,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,no permit needed or only notification needed,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,enter receipt of additional data,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,set decision phase decision permitting decided,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,phase updated plan requested,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,creating decision suspension art. 33 WABO,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,phase draft decision made,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,terminate on request,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,suspend term,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,WAW permit aspect,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,phase decision sent,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,procedure change after completeness,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,enter senddate updated plan,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,phase decision taken,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,creating environmental permit decision,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,treat subcases completeness,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,phase decision ready,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
completed subcases content,suspension ground applicable,0,1,0.0,0.5,25.533,4.674,0.0,True,learned_prefer
register objection and appeal periods,enter date publication decision environmental permit,0,1,0.0,0.9,25.222,4.657,0.0,True,learned_prefer
register objection and appeal periods,creating cover letter decision,0,1,0.0,0.9,25.222,4.657,0.0,True,learned_prefer
register objection and appeal periods,forward to the competent authority,0,1,0.0,0.9,25.222,4.657,0.0,True,learned_prefer
register objection and appeal periods,set decision phase decision permitting decided,0,1,0.0,0.9,25.222,4.657,0.0,True,learned_prefer
register objection and appeal periods,submit decision,0,1,0.0,0.9,25.222,4.657,0.0,True,learned_prefer
register objection and appeal periods,phase advice known,0,1,0.0,0.9,25.222,4.657,0.0,True,learned_prefer
register objection and appeal periods,updated plan received,0,1,0.0,0.9,25.222,4.657,0.0,True,learned_prefer
register objection and appeal periods,calculate final charges,0,1,0.0,0.9,25.222,4.657,0.0,True,learned_prefer
phase asked additional information,creating environmental permit decision,1,2,50.0,1.9,25.08,4.648,-0.048,True,learned_prefer
procedure change,create subcases completeness,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,enter senddate decision suspension,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,keep permanently suspended,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,enter senddate acknowledgement,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,enter senddate decision environmental permit,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,enrich draft decision,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,create publication document,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
enter senddate party permitted,forward to the competent authority,1,0,100.0,0.0,25.0,4.644,-0.013,True,learned_prefer
procedure change,submit decision,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,suspend term,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,creating environmental permit decision,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,create procedure confirmation,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,applicant is stakeholder,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,WAW permit aspect,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,inform BAG administrator,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,phase procedure prematurely terminated,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,terminate on request,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,treat subcases completeness,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,create decision procedure term extension,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,create cover letter extend procedure term,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,coordination of application,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,forward to the competent authority,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,start WABOprocedure,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,start decision phase extension granted,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,send letter in progress,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,send procedure confirmation,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,send confirmation receipt additional data,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,registration receipt further information,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,regular procedure without MER,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
procedure change,publish,0,2,0.0,1.1,25.0,4.644,0.0,True,learned_prefer
applicant is stakeholder,register number of days extension period,0,1,0.0,0.9,24.778,4.631,0.0,True,learned_prefer
applicant is stakeholder,register submission date request,0,1,0.0,0.9,24.778,4.631,0.0,True,learned_prefer
applicant is stakeholder,WAW permit aspect,0,1,0.0,0.9,24.778,4.631,0.0,True,learned_prefer
applicant is stakeholder,enter senddate acknowledgement,0,1,0.0,0.9,24.778,4.631,0.0,True,learned_prefer
applicant is stakeholder,objection to extension procedure term receptive,0,1,0.0,0.9,24.778,4.631,0.0,True,learned_prefer
applicant is stakeholder,register date decision terminate on request,0,1,0.0,0.9,24.778,4.631,0.0,True,learned_prefer
applicant is stakeholder,register date environmental permit decision,0,1,0.0,0.9,24.778,4.631,0.0,True,learned_prefer
enter senddate decision environmental permit,phase additional information received,0,1,0.0,0.5,24.333,4.605,0.0,True,learned_prefer
enter senddate decision environmental permit,enter date advice on treatment of environmental permit,0,1,0.0,0.5,24.333,4.605,0.0,True,learned_prefer
enter senddate decision environmental permit,date decision for inspection,0,1,0.0,0.5,24.333,4.605,0.0,True,learned_prefer
enter senddate decision environmental permit,decision date prior to decision,0,1,0.0,0.5,24.333,4.605,0.0,True,learned_prefer
enter senddate decision environmental permit,set decision phase inspection of decision permitting,0,1,0.0,0.5,24.333,4.605,0.0,True,learned_prefer
enter senddate decision environmental permit,by law,0,1,0.0,0.5,24.333,4.605,0.0,True,learned_prefer
enter senddate decision environmental permit,phase decision taken,0,1,0.0,0.5,24.333,4.605,0.0,True,learned_prefer
enter senddate decision environmental permit,phase archived case,0,1,0.0,0.5,24.333,4.605,0.0,True,learned_prefer
enter senddate decision environmental permit,applicant is stakeholder,0,1,0.0,0.5,24.333,4.605,0.0,True,learned_prefer
